price,original_price,discount_rate,quantity_sold,rating_average,review_count,is_return_policy,is_freeship_xtra,is_authentic,image_count,video_count,is_brand,store_review_count,total_follower,is_official,reputation_score,trust_level,review_to_sold_ratio,shop_potential,total_visuals,has_video,discount_amount,price_vs_category,kw_chính hãng,kw_cao cấp,kw_freeship,kw_xịn,kw_hot,kw_giảm,kw_sale,kw_tặng,kw_combo,kw_bảo hành,kw_nhập khẩu,kw_siêu rẻ,hot_keyword_count,name_length,name_word_count,category_root_name_Bách Hóa Online,category_root_name_Chăm sóc nhà cửa,category_root_name_Giày - Dép nam,category_root_name_Giày - Dép nữ,category_root_name_Laptop – Máy Vi Tính – Linh kiện,category_root_name_Làm Đẹp - Sức Khỏe,category_root_name_Máy Ảnh - Máy Quay Phim,category_root_name_NGON,category_root_name_Nhà Cửa - Đời Sống,category_root_name_Nhà Sách Tiki,category_root_name_Phụ kiện thời trang,category_root_name_Thiết bị số - Phụ kiện số,category_root_name_Thể Thao – Dã Ngoại,category_root_name_Thời trang nam,category_root_name_Thời trang nữ,category_root_name_Túi thời trang nam,category_root_name_Túi thời trang nữ,category_root_name_Ô Tô – Xe Máy – Xe Đạp,category_root_name_Điện Gia Dụng,category_root_name_Điện Thoại - Máy Tính Bảng,category_root_name_Điện Tử - Điện Lạnh,category_root_name_Đồ chơi - Mẹ & Bé,China,Japan,South Korea,Thailand,USA,Vietnam,Others
0.44510795752624577,0.4385752920144079,0.0,0.41751921090759014,0.7400000000000001,0.33171722395647596,1.0,1.0,1.0,0.4117647058823529,0.0,1.0,0.4432715975274156,0.36544296386759495,0.0,0.4196018184944232,0.6666666666666666,0.06934069624977289,0.40759703602357356,0.3273777607520394,0,0.0,0.48834334185960193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4621513944223108,0.3188405797101449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31310890541250447,0.34393045007599365,0.5,0.41751921090759014,1.0,0.36731358860635366,1.0,0.0,0.0,0.0,0.0,1.0,0.3381280028162755,0.3220894363207354,0.0,0.6022976689974452,0.3333333333333333,0.07678160233039046,0.3307763534300164,0.0,0,0.16575966555209787,0.49897295891889093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26294820717131473,0.21739130434782608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.15662024977648858,0.14855583653463755,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.1403047546080169,0,0.0,0.33314796661754476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147410358565736,0.11594202898550725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.263236680906656,0.3307416808462096,0.8461538461538463,0.35102334097962246,0.86,0.3104159938018325,1.0,1.0,1.0,0.2941176470588235,0.15817959093978226,1.0,0.4772537313036077,0.4120039785745684,0.0,0.4684254687684662,0.6666666666666666,0.07426641770960335,0.4473449919697408,0.2662585393719288,1,0.32669828993121247,0.3394461693991102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26693227091633465,0.18840579710144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.3968910699026431,0.39010239310789196,0.0,0.2122044834691688,0.8,0.17525312027144535,1.0,1.0,1.0,0.23529411764705882,0.0,1.0,0.5815834370469399,0.6818880384801019,1.0,0.2989650491840889,1.0,0.06004701065102333,0.6275603802962088,0.1870730061440225,0,0.0,0.4381181586823515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.6374501992031872,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.38379109574597714,0.3769328636282825,0.0,0.3966843445850146,0.9400000000000001,0.33171722395647596,1.0,1.0,1.0,0.2941176470588235,0.0,1.0,0.43968474751914216,0.3518227245375231,0.0,0.5330077153848078,0.6666666666666666,0.07219733388043054,0.3994111490333972,0.23384125768002817,0,0.0,0.428446942351131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30278884462151395,0.24637681159420288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.09340547573941294,0.08500541878022672,0.0,0.6412811328973124,0.9199999999999999,0.653139116863291,1.0,1.0,1.0,0.2941176470588235,0.0,1.0,0.5518717951355075,0.0,1.0,0.7551400210118929,1.0,0.09581394954323762,0.29890854276941514,0.23384125768002817,0,0.0,0.26211719444867176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199203187250996,0.11594202898550725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.017126754565468527,0.03709438649342789,0.38461538461538464,0.11980535348092826,0.0,0.0,1.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.44965826930266717,0.4561514621917399,0.0,0.0,0.0,0.0,0.4526345750424032,0.4209142638240506,0,0.12532765429204343,0.15849569009613518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44621513944223107,0.36231884057971014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1800815827131732,0.1721417392276876,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3529411764705882,0.0,1.0,0.13386915686963688,0.0,0.0,0.0,0.6666666666666666,0.0,0.07250712023042985,0.2806095092160338,0,0.0,0.35169861070230546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2908366533864542,0.24637681159420288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2562231383955236,0.2774616328914359,0.38461538461538464,0.11980535348092826,0.0,0.0,1.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.3324957830662212,0.33614220119665134,0.0,0.0,0.0,0.0,0.33416720349011475,0.3273777607520394,0,0.12533358635133213,0.39385697672238074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22310756972111556,0.20289855072463767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.29679898298810237,0.34511893010550176,0.6730769230769231,0.17551167048981123,0.0,0.0,1.0,0.0,0.0,0.47058823529411764,0.9999999999999999,1.0,0.14823457108137678,0.10545572456973205,0.0,0.0,0.3333333333333333,0.0,0.1286258934112335,0.5790857361759493,1,0.24235613422372637,0.4856304111446661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4661354581673307,0.34782608695652173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.20843314832820403,0.20064383966658283,0.0,0.4778667190828648,0.9199999999999999,0.4519606089082709,1.0,1.0,1.0,0.1176470588235294,0.0,1.0,0.45066372543729627,0.37805481806886815,0.0,0.623220267929687,0.6666666666666666,0.08476174159716095,0.41738174668685846,0.09353650307201127,0,0.0,0.32471998975449634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199203187250996,0.15942028985507245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.384250016640141,0.3773942211983221,0.0,0.0755887621482634,0.0,0.0,1.0,1.0,1.0,0.1176470588235294,0.0,1.0,0.517913226703737,0.5719421459407483,1.0,0.0,1.0,0.0,0.5426786364465259,0.09353650307201127,0,0.0,0.45767619031778217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32669322709163345,0.24637681159420288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4315935315570907,0.44000016264091424,0.21153846153846156,0.0755887621482634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07072586454717748,0.10545572456973205,0.0,0.0,0.3333333333333333,0.0,0.08664510235379044,0.0,0,0.06538490360057882,0.530383418721891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12350597609561752,0.10144927536231885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.38830805051150397,0.41333413682417075,0.42307692307692313,0.3210955824367512,1.0,0.36731358860635366,1.0,1.0,1.0,0.23529411764705882,0.0,1.0,0.5564334788467402,0.6022333305615353,0.0,0.6022976689974452,0.6666666666666666,0.0939932967551284,0.5774269044027872,0.1870730061440225,0,0.13877674169800525,0.44131650767190655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1713147410358566,0.14492753623188406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
